"","01-HLB_221116_neg_iaMSMS_02.mzML","01-HLB_221116_neg_iaMSMS_03.mzML","01-HLB_221116_neg_iaMSMS_04.mzML","02-HLB_221116_neg_iaMSMS_01.mzML","02-HLB_221116_neg_iaMSMS_02.mzML","02-HLB_221116_neg_iaMSMS_03.mzML","02-HLB_221116_neg_iaMSMS_04.mzML","03-HLB_221116_neg_iaMSMS_01.mzML","03-HLB_221116_neg_iaMSMS_02.mzML","03-HLB_221116_neg_iaMSMS_03.mzML","03-HLB_221116_neg_iaMSMS_04.mzML","04-HLB_221116_neg_iaMSMS_01.mzML","04-HLB_221116_neg_iaMSMS_02.mzML","04-HLB_221116_neg_iaMSMS_03.mzML","04-HLB_221116_neg_iaMSMS_04.mzML","05-HLB_221116_neg_iaMSMS_01.mzML","05-HLB_221116_neg_iaMSMS_02.mzML","05-HLB_221116_neg_iaMSMS_03.mzML","05-HLB_221116_neg_iaMSMS_04.mzML","06-HLB_221116_neg_iaMSMS_01.mzML","06-HLB_221116_neg_iaMSMS_02.mzML","06-HLB_221116_neg_iaMSMS_03.mzML","06-HLB_221116_neg_iaMSMS_04.mzML","07-HLB_221116_neg_iaMSMS_01.mzML","07-HLB_221116_neg_iaMSMS_02.mzML","07-HLB_221116_neg_iaMSMS_03.mzML","07-HLB_221116_neg_iaMSMS_04.mzML","08-HLB_221116_neg_iaMSMS_01.mzML","08-HLB_221116_neg_iaMSMS_02.mzML","08-HLB_221116_neg_iaMSMS_03.mzML","08-HLB_221116_neg_iaMSMS_04.mzML","09-HLB_221116_neg_iaMSMS_01.mzML","09-HLB_221116_neg_iaMSMS_02.mzML","09-HLB_221116_neg_iaMSMS_03.mzML","09-HLB_221116_neg_iaMSMS_04.mzML","10-HLB_221116_neg_iaMSMS_01.mzML","10-HLB_221116_neg_iaMSMS_02.mzML","10-HLB_221116_neg_iaMSMS_03.mzML","10-HLB_221116_neg_iaMSMS_04.mzML","11-HLB_221116_neg_iaMSMS_01.mzML","11-HLB_221116_neg_iaMSMS_02.mzML","11-HLB_221116_neg_iaMSMS_03.mzML","11-HLB_221116_neg_iaMSMS_04.mzML","12-HLB_221116_neg_iaMSMS_01.mzML","12-HLB_221116_neg_iaMSMS_02.mzML","12-HLB_221116_neg_iaMSMS_03.mzML","12-HLB_221116_neg_iaMSMS_04.mzML","13-HLB_221116_neg_iaMSMS_01.mzML","13-HLB_221116_neg_iaMSMS_02.mzML","13-HLB_221116_neg_iaMSMS_03.mzML","13-HLB_221116_neg_iaMSMS_04.mzML","14-HLB_221116_neg_iaMSMS_r01.mzML","14-HLB_221116_neg_iaMSMS_r02.mzML","14-HLB_221116_neg_iaMSMS_r03.mzML","14-HLB_221116_neg_iaMSMS_r04.mzML","16-HLB_221116_neg_iaMSMS_01.mzML","16-HLB_221116_neg_iaMSMS_02.mzML","16-HLB_221116_neg_iaMSMS_03.mzML","16-HLB_221116_neg_iaMSMS_04.mzML","17-HLB_221116_neg_iaMSMS_02.mzML","17-HLB_221116_neg_iaMSMS_03.mzML","17-HLB_221116_neg_iaMSMS_04.mzML","18-HLB_221116_neg_iaMSMS_04.mzML","19-HLB_221116_neg_iaMSMS_01.mzML","19-HLB_221116_neg_iaMSMS_02.mzML","19-HLB_221116_neg_iaMSMS_03.mzML","19-HLB_221116_neg_iaMSMS_04.mzML","20-HLB_221116_neg_iaMSMS_01.mzML","20-HLB_221116_neg_iaMSMS_02.mzML","20-HLB_221116_neg_iaMSMS_03.mzML","20-HLB_221116_neg_iaMSMS_04.mzML"
"36784_373.042_17.948",167.43306,228.47543,261.85162,295.78635,243.01575,261.87125,287.77673,344.12695,364.02792,452.6038,295.92206,677.63165,658.73474,636.8096,708.2915,3252.4768,3230.919,3206.445,3278.5063,2409.5059,2344.3936,2690.4092,2668.435,1591.2385,1660.0776,1729.1554,1825.3873,371.97757,351.58838,364.69202,395.4568,1592.9141,1584.4323,1614.5161,1409.217,2434.1504,2702.8984,2157.289,2672.9927,755.57776,758.5229,665.8618,824.61346,569.04297,617.3992,574.88776,711.9944,16.90129,0,79.631996,49.447372,1399.271,1324.7146,1322.8142,1477.8013,12.989136,14.696764,0,0,16.908209,97.13049,88.40043,343.63284,33.165726,28.613617,54.766113,48.647114,0,0,23.285027,81.28877
"19193_373.108_11.117",197.36464,206.14465,179.62943,117.122116,34.221256,149.55917,161.60924,481.21506,598.3035,618.46063,574.4059,465.07742,562.9255,522.3675,565.87994,1245.2605,1194.3853,1299.647,1181.7412,805.25745,852.2107,811.7667,852.4652,1235.4552,1385.28,1610.9026,1510.1555,1007.2356,940.8476,1184.3323,1197.122,509.827,598.0966,616.2026,505.05176,1153.4905,1394.7578,1073.0026,1115.168,11.566298,0,0,0,2111.878,1708.9519,1821.7109,2203.0847,164.39944,269.71475,254.25974,253.45993,821.5837,820.86536,880.7157,919.47266,0,12.696167,0,0,24.769531,29.384487,43.696106,29.043758,594.37244,606.99524,690.2506,758.08704,16.559029,0,26.995842,0
"24184_373.108_13.01",932.3545,1087.0636,926.67633,612.08453,601.00183,615.9648,705.67053,1195.0261,1266.435,947.48645,1200.5884,1039.5507,1114.2007,1046.3574,1210.8434,1957.4402,1716.7637,1955.7657,2134.1528,1885.1832,1575.8412,1472.0217,1696.5143,1851.6917,2098.1375,2249.3928,2070.2627,1695.9297,1631.6567,1422.7881,1210.7986,1186.2524,1104.83,978.6503,1226.0127,1293.387,1437.7373,1622.432,1666.2524,0,0,0,0,2321.2612,2013.464,2271.3816,1702.2214,933.1639,809.54266,1026.6411,952.53204,2371.0684,2265.6545,2162.3235,1531.056,0,13.828859,0,0,0,0,0,0,1528.994,1468.4453,1567.2484,1537.441,0,0,0,0
"4311_373.108_7.112",202.34683,148.27997,232.94919,125.00715,453.32266,454.87686,518.28705,1183.557,1040.0687,933.7969,2566.7566,523.2976,634.1687,524.30676,611.1454,761.5047,669.56866,690.94946,1217.3917,312.98648,455.92795,325.2798,567.7517,917.4175,891.5742,714.02545,384.32147,534.291,389.0217,336.99915,392.60736,332.2119,436.11053,365.0755,487.03534,1333.2706,847.235,886.5995,854.06683,0,12.719608,0,0,1713.1985,2028.645,1934.3293,1681.5227,1076.2826,1594.8071,970.39874,1513.556,1314.1113,3185.5427,2275.194,1335.5574,0,10.566465,18.836023,34.346893,0,0,0,0,742.7937,1997.0375,786.6415,1069.562,0,10.640331,0,22.998705
"5556_373.109_7.564",400.6024,390.05896,415.51367,164.31595,88.90782,249.1102,130.62106,1061.3247,1114.2839,1092.9362,1446.3806,1062.0627,1301.8785,931.46716,1179.4987,1443.3586,1488.0826,1726.9407,1511.0472,1419.5249,1393.1011,1230.6431,1344.9131,2041.9663,2177.6196,1946.3519,2454.1882,1678.5334,1383.9109,1610.329,1546.4386,1061.3818,898.72595,1292.0875,981.8562,2044.3823,2418.85,2159.2651,2150.3438,0,0,14.435842,0,3947.3347,3408.1917,3119.0017,3278.6985,786.6405,908.60693,980.02515,908.9947,1690.78,1915.5675,1551.5951,1621.682,12.627537,12.8821125,0,0,8.154278,0,15.910925,17.480402,1450.6809,1416.1118,1504.8502,1527.4031,13.59963,0,0,0
"3872_373.109_6.801",480.54507,519.6585,546.0251,308.22946,373.47076,315.14877,318.6614,2387.6506,1655.9948,1285.5135,1234.3723,1484.9167,1473.1957,911.0369,1884.1321,1390.9976,1205.2499,1580.2085,1224.5355,1181.4567,1195.9861,1079.8716,1206.8115,2503.2957,2709.9482,2688.4448,2591.4888,2753.5105,1493.7655,1395.9878,1384.2437,865.74915,952.7065,893.01404,884.4818,3842.53,5425.754,3878.836,5224.7935,8.630035,9.66968,0,0,6458.526,6738.771,6521.6895,6597.1694,1447.138,1479.8601,1745.6177,1776.5146,3626.1172,3657.2947,3727.2893,3630.6404,10.662729,9.136526,13.731549,0,0,18.383957,0,19.104721,3124.2258,3100.9214,3118.5466,3072.0476,0,12.411287,0,0
"2524_373.11_5.891",1842.7537,5151.2656,1859.3958,2199.4175,2070.3367,1990.5592,2150.3176,5995.9424,6287.7686,5295.8975,6276.61,11320.739,11111.484,5250.097,4910.688,9661.318,9663.33,9095.442,9122.75,7641.771,6809.1567,6508.748,7141.603,16806.822,16658.158,15264.83,15426.508,7714.99,7527.692,7394.4473,3328.2466,4559.517,4557.924,4407.9453,4386.2964,12749.823,12068.017,11642.956,11257.862,0,0,0,0,25716.443,24474.71,26279.887,25274.098,5319.668,5364.4746,5388.691,4989.2144,13712.368,12765.586,13850.981,12838.286,0,15.589628,0,0,0,0,0,0,8560.888,8879.098,9296.897,8645.656,0,0,0,0
"20587_373.11_11.798",304.69482,610.93695,302.0634,215.54497,142.64857,385.4925,230.63676,767.8064,767.72034,1087.5701,833.81366,688.42413,676.0536,778.8605,666.2276,1972.5996,2114.0784,1955.358,2149.3862,1145.5201,1806.6174,1247.6414,1192.4763,2383.495,2359.7627,2221.617,2549.425,1585.6014,1543.1017,1559.4517,1564.2501,829.0624,666.55566,423.30447,761.39825,2084.8403,2040.6477,2133.2673,1939.5605,0,11.110331,18.314556,23.532993,3137.6638,3022.0374,3613.2383,3127.4119,155.97134,899.78284,517.3433,459.74976,1572.0718,1461.6774,1513.3894,1452.5691,12.915387,0,30.652756,30.135738,7.375369,0,0,0,910.2104,899.8766,908.0812,753.6862,11.830437,0,32.25446,0
"2809_373.11_6.013",8376.718,2719.837,8043.53,8304.864,7666.38,8149.863,7767.9766,23961.889,22558.564,8516.781,8404.552,6164.4785,5968.0205,5783.7925,19386.348,37813.37,35229.176,13806.48,35820.914,9593.5205,9648.731,24639.57,9183.22,24513.127,24209.623,26968.727,21991.072,26692.314,27783.197,25699.1,25983.53,5037.591,15654.691,4942.709,11042.083,42856.88,39478.066,17323.92,14400.772,0,0,0,0,39218.57,38219.383,39408.973,38466.516,6398.235,5558.1265,17024.48,5936.196,37967.742,39903.008,38583.406,37220.57,0,0,0,0,0,0,0,0,25065.572,24959.56,25105.354,26609.023,0,0,0,0
"3103_373.11_6.228",6351.7344,7218.2456,7446.151,5895.1895,5966.8433,5820.4688,6238.294,18627,20129.154,45231.152,42301.535,14206.766,14796.09,33020.066,15072.259,24727.898,26587.186,62860.53,26057.988,44049.723,43692.008,19674.18,47780.6,108788.73,106875.195,111064.7,111158.914,18378.143,17617.543,19957.281,19019.191,28158.613,11554.976,29277.203,17682.783,37149.04,38859.13,78935.29,78807.84,15.523563,13.9307165,0,0,63898.605,64911.836,67253.9,60696.066,32803.293,34181.28,17777.305,34123.645,42972.9,44912.074,41018.26,40999.016,11.0415535,0,0,0,11.88107,22.397505,0,21.746998,21940.121,21097.535,21517.426,20747.734,0,0,0,0
"3533_373.111_6.574",16666.723,16924.924,11543.331,8882.633,8742.544,9556.624,9260.754,50666.043,50198.7,49777.02,51873.434,32060.838,21192.818,33102.79,32401.828,63801.332,43642.152,67224.1,66441.93,50861.484,48917.58,50462.15,33504.543,102496.81,98010.945,102560.69,98742.625,41315.71,41768.5,27972.393,41333.875,31605.426,20714.314,32371.867,20082.83,50590.35,49946.68,52061.105,48824.19,12.651093,0,18.611881,18.412558,95925.336,96632.65,333216.47,332643.72,23021.414,23431.29,23953.744,22979.256,53986.72,54691.145,56133.516,53392.125,0,15.23205,16.493725,22.80382,10.454533,0,0,0,26814.227,26054.76,26275.818,27169.11,14.853895,17.703314,0,0
"3300_373.111_6.402",5884.357,5688.5283,5335.4844,4798.779,4982.7383,4747.9844,5540.004,15576.222,17367.533,16732.037,18900.703,9691.524,11006.878,9439.828,11202.658,19898.875,21730.32,17733.4,22878.387,16628.445,14510.533,13411.258,16217.017,34072.234,34530.04,30284.438,28902.951,13459.394,13532.244,13228.539,11819.39,9554.132,10903.831,9071.635,12110.269,26858.61,26458.574,25389.857,28986.244,12.997137,0,0,0,235306.9,234312.78,60033.08,54977.98,12389.404,11212.859,11267.106,12356.947,39737.234,40182.785,40480.426,43475.81,0,0,0,0,12.674953,0,0,0,18419.438,19486.412,19495.1,18570.977,0,0,21.246185,0
"16639_373.181_10.324",191.43842,112.15309,207.19902,238.8955,140.81949,289.76105,26.625011,392.2739,487.68018,292.97577,429.65778,196.5947,181.88898,208.8611,233.88258,184.35141,376.3554,332.6595,507.27783,53.465523,62.485527,370.62476,119.89256,695.71356,985.01105,823.1309,803.1561,1263.6779,1245.6498,1227.86,1020.6971,66.18649,271.74512,315.99783,95.36085,345.52283,836.90924,856.46246,870.3718,0,15.01012,0,0,1458.8617,1335.2885,1455.2007,1441.1938,384.5074,415.32687,370.20496,580.5336,706.99603,642.8894,701.9768,887.9006,19.988258,15.466589,0,23.559868,21.73603,9.677759,0,0,680.9105,572.20154,660.2566,835.2281,9.180946,0,0,0
"30816_373.182_15.365",14.827927,61.161106,0,545.21875,513.2109,538.2578,477.2201,15.62463,25.403786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.6066,1140.9657,1031.1135,1144.0227,22.287834,16.925053,0,0,0,0,0,0,200.76984,128.502,69.30041,271.33896,15.0114975,0,0,0,24.204437,38.01219,64.63467,41.011658,25.756578,16.342318,41.94825,37.90944,9.433607,0,55.866898,59.42607,22.914078,11.069981,26.921488,0,55.872368,19.34613,146.45847,70.05496
"37691_373.99_18.106",2081.6235,2137.7646,2038.9746,1734.3092,1698.6697,1796.5864,1710.7028,2170.618,2210.8171,2181.694,2028.8397,1907.6735,1867.1616,1760.8184,1770.6975,2714.8184,2793.5728,2497.6047,2288.5542,2471.4048,2480.617,2185.726,1718.6725,1495.7565,1572.445,1635.9705,1501.861,1486.8187,1655.3745,1880.5851,2029.5457,1827.4862,1886.9244,1824.1711,1906.0642,2208.5955,2155.3577,2214.6194,2188.5044,0,0,0,0,2208.7957,2212.0486,1858.4602,2234.2136,1409.4598,1392.5771,1463.0487,1537.209,344.6038,491.5872,617.1341,768.0449,0,0,0,0,0,0,0,0,2162.943,2218.6309,2221.1975,2212.7505,10.03853,11.844644,0,0
"38682_374.013_18.38",0,0,21.467262,8.227439,0,0,28.270996,17.548046,7.995266,0,0,0,18.337955,0,31.920143,19.800037,23.09367,26.752708,0,0,0,0,0,9.139439,20.315765,0,0,0,0,0,17.483784,9.888428,16.543884,0,0,0,7.568224,12.696573,24.49199,0,9.294134,11.509083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.684174,0,0,0,7803.295,7798.9062,8093.096,8076.971
"6769_374.067_7.936",764.3912,815.87854,741.51434,402.4646,351.91412,452.66626,440.27643,927.86127,986.8687,981.40686,795.4109,1431.0166,1481.9073,1316.0096,1240.377,1214.9225,1212.1267,1117.4214,1064.6733,1286.0857,1385.1313,1230.3917,1481.6284,1609.1837,1702.1295,1533.6041,1485.7903,1380.1758,1648.2057,1560.1786,1548.5493,1118.6254,1077.702,1068.3307,1180.2687,1112.6482,1086.0939,1017.9635,1042.5408,0,0,0,0,983.4934,829.3267,825.11414,832.8171,408.89355,454.77698,267.69366,375.1601,388.6269,506.0012,545.7512,465.0237,0,0,18.23459,0,0,0,0,0,987.57184,1126.2156,1021.21234,1198.7374,0,0,0,0
"18474_374.105_10.903",1276.0697,1355.0448,1500.011,1305.7985,1157.3948,1434.4387,1393.2886,1105.2045,1347.1147,768.66724,654.6355,973.41284,2064.6863,1985.6115,1027.4692,285.16135,1065.182,1007.68774,885.0165,539.9333,1278.7592,551.4996,2248.5757,270.80643,256.53638,1265.5203,882.5563,1112.1144,265.33112,1049.7539,979.17834,625.97754,2123.4902,1300.3092,1090.1631,1119.2776,1650.7694,2109.6902,2026.408,1289.1233,2505.0483,2486.278,1386.0793,1354.2955,1210.1134,1689.155,418.54846,570.2185,540.44543,1005.02155,439.77475,840.06085,922.9905,1374.6028,616.69867,1079.7261,861.2638,846.8609,1101.484,683.58826,1525.9639,979.6533,2590.5586,1194.657,1276.1527,613.7573,1045.4586,2848.413,2603.546,983.5113,1592.4149
"2769_374.113_6.002",381.7596,0,388.7151,355.4704,488.76364,430.5248,236.98224,1087.4095,936.85754,899.3845,0,735.41046,512.121,0,0,1945.5256,1973.5989,5225.935,1968.1162,2096.6802,1359.45,1813.1549,4049.569,3509.8003,3539.6582,3096.2898,3503.456,1734.9722,1579.4844,1592.7617,3943.5474,745.8168,1184.7766,0,399.29132,1816.5903,2712.086,2551.7896,6951.3696,0,0,0,0,5889.1167,5989.1997,5743.6465,5181.727,897.39825,2454.159,1116.377,467.2801,1539.154,2942.8843,3031.6753,1801.1376,5.4247174,0,0,0,0,0,0,19.957817,1364.6003,2082.2727,1975.59,1948.1343,12.486589,0,0,0
"3195_374.114_6.291",1016.76587,0,0,267.96194,406.05652,381.8999,757.9573,2775.4524,0,0,0,1541.7522,813.9293,0,0,3744.0186,1301.1256,0,0,0,2745.5242,0,3163.2625,17631.03,17821.844,0,0,3215.956,0,0,0,1749.7019,663.2199,0,0,1478.4543,5620.611,2580.6555,0,0,0,0,0,0,27926.318,28198.633,0,1547.4188,1982.947,0,0,6833.2007,7363.4126,0,0,0,0,0,0,0,0,0,0,1620.3069,1421.2859,1635.2473,6838.931,0,0,0,0
"3404_374.114_6.503",674.08844,1832.8706,570.55237,487.6561,515.8933,517.0486,699.54236,2226.716,2932.1035,8404.452,1941.7445,1436.1221,1154.6221,1434.515,1253.8643,3798.7896,3120.6858,2543.5562,2255.2734,2375.1772,2596.6135,2091.5432,2677.1362,15726.956,5091.143,4378.3545,4226.351,1763.5455,1946.4089,1691.2109,1441.6553,931.3998,1453.5929,1055.5984,1197.5752,4911.9146,4242.826,2264.9873,1876.281,0,0,0,0,52501.03,9926.794,9081.848,10569.394,1335.8755,1527.953,1355.1709,0,6386.4536,6428.603,1690.5981,1491.3721,0,0,0,19.09613,0,50.038277,24.406633,0,2038.4009,1433.8202,845.8966,742.8281,0,0,0,0
"17615_374.25_10.632",116.21049,75.10475,147.28543,106.186226,115.13518,97.65289,159.65585,275.29385,151.63017,420.39938,196.30383,238.37744,215.45609,166.189,199.59544,250.0204,320.2375,299.40576,297.7568,434.45917,354.113,376.2318,310.79102,476.26056,412.64264,444.1715,525.0987,289.80243,327.67102,264.24142,357.7807,220.97498,226.60648,230.39629,199.7279,186.97821,185.42816,337.8097,323.232,332.94434,436.16058,387.1962,440.62646,525.826,543.7113,508.78558,566.27026,61.191566,154.4448,137.28537,184.88873,278.2674,402.72516,362.17603,416.92944,632.79785,773.28705,594.9363,753.3431,366.89047,842.7348,427.89243,557.6068,290.05325,246.72643,292.84775,262.24963,816.28094,883.9825,1180.3616,986.6093
"10938_375.038_9.088",2534.399,2680.6675,2364.648,2935.9795,2831.182,2913.252,2985.629,3882.4321,3855.412,3590.5964,3858.9631,3337.328,3301.7686,3463.5876,3650.9993,3800.1553,3567.9312,3933.5557,3938.9363,3141.9946,3286.2717,2873.6436,3234.7893,3600.5325,3675.6543,3532.4824,3840.8237,3131.8726,3143.0574,3388.7075,3629.6016,2834.294,2915.925,2985.031,2625.837,3869.961,4065.3713,3650.8193,4157.876,6664.57,5917.5254,7399.2983,7407.591,4185.571,4215.1157,3781.5032,4125.0054,4755.3774,5366.803,4794.4204,4108.7373,6596.415,6116.6533,5714.918,6905.351,10629.672,10757.125,10240.244,10050.554,7909.82,7696.6123,6999.3447,9997.818,5697.1855,5792.9863,6492.232,5674.1436,10531.139,10624.15,10462.22,10533.056
"5985_375.091_7.751",973.03723,878.0458,932.90393,1085.8394,1144.1539,1110.6675,1065.2362,984.3711,877.3868,935.4846,1113.7158,1095.9188,1062.6532,1024.7115,1015.9823,882.6672,751.71533,938.74854,1018.9879,1044.5994,1248.4524,1222.6011,1075.3562,1441.5425,1416.654,1648.667,1256.3577,917.54535,882.8825,799.81354,802.4632,969.38916,964.8543,879.6609,982.54584,803.3011,845.0532,1093.6187,895.67566,0,0,18.505684,0,1251.9515,1221.088,859.8205,1319.7518,808.66846,902.20874,1118.2606,805.3604,1885.6461,1598.4762,1441.8014,1516.2815,17.010483,0,0,0,7.9047966,16.06474,0,20.02826,667.7796,1130.1876,822.5729,735.7845,0,9.762276,20.589079,0
"7250_375.099_8.129",77.38427,0,127.95084,117.764465,63.52699,77.99243,184.59833,63.85932,25.209953,54.32586,43.124893,28.07317,41.608414,29.143383,0,124.893456,82.85243,35.78067,78.30977,189.59192,111.07857,87.1811,102.76077,99.81031,82.718544,86.48131,0,51.575577,0,0,0,42.504272,40.72876,141.51465,86.16495,126.39596,75.60872,80.60649,99.00893,357.39795,431.38477,324.22174,322.37576,0,114.016754,126.22049,0,70.40106,32.557423,155.37396,40.77841,29.876873,0,41.74714,52.71115,690.81384,670.1425,674.56726,731.82983,556.62634,556.6489,528.526,647.0926,61.489456,65.95232,38.750015,86.8748,670.3635,685.71985,767.20544,750.67694
"8914_375.102_8.443",31.818321,0,71.530136,14.503538,58.323395,0,54.833454,34.06646,72.35664,78.89935,209.66833,286.36496,65.14899,456.64038,303.58032,234.01607,189.8525,125.590836,255.17386,261.45355,185.96329,102.55182,300.78815,608.446,863.2636,341.33182,1146.8041,227.34329,574.0764,600.5357,271.89246,138.69917,55.629868,247.65726,152.93884,667.8526,538.56885,606.5621,806.31635,12.191595,9.496827,0,18.73225,788.1491,729.6262,1036.984,1184.0579,29.494759,203.04984,146.47046,143.32918,194.13152,344.9662,406.76678,438.5609,44.7325,14.594374,40.326603,0,26.366646,19.87502,25.497957,22.317703,421.1692,502.1569,440.54684,556.79333,13.540633,32.632793,20.606268,0
"19334_375.124_11.223",201.68748,193.08353,218.35222,174.33258,166.98402,175.81006,172.0365,426.21796,506.53845,582.49835,683.5997,341.90982,449.7306,434.80444,481.58356,663.19885,701.71484,711.7377,766.75366,732.45074,686.5623,728.6375,840.13354,867.9016,917.4565,869.4997,976.30396,608.97406,601.48566,560.2238,411.94052,401.7294,518.2874,463.44763,486.68103,779.5852,825.2204,736.99475,768.38,0,0,0,0,1030.2848,917.9492,1011.48456,1125.0682,214.89442,224.54144,303.9361,204.69614,548.7563,636.60834,659.53906,699.8966,0,11.9354925,17.464792,21.295326,0,0,26.736626,0,501.78818,499.88907,510.40704,576.4131,0,0,0,0
"9431_375.124_8.678",122.4357,0,69.98712,81.48494,70.31833,93.965706,98.63056,383.214,329.60767,450.96582,514.8178,175.41113,320.36423,340.6128,317.94397,541.9009,496.88626,653.22986,695.5221,392.86325,264.27576,221.87782,424.76413,923.6289,1033.7852,1110.2952,1142.6245,502.75732,461.46503,431.8928,521.60547,175.66869,141.40327,309.82443,348.45242,713.3501,716.98206,728.3914,727.69617,0,14.7470875,0,0,1807.3096,1676.9797,1532.1521,1837.9767,333.91962,419.82523,297.5377,392.9199,762.0006,695.1541,679.18384,701.00586,11.510987,9.987299,0,26.036041,13.214892,31.2302,25.928234,0,366.30508,368.47046,414.0379,391.9671,7.5228744,0,22.359213,25.851469
"4138_375.126_7.013",4556.278,4703.0947,4451.102,1564.5903,454.90344,1566.6979,1704.7561,9167.74,9102.416,9621.311,9093.826,8556.744,8608.816,8744.924,9281.859,11719.586,12337.924,12182.348,12979.361,6853.425,6641.024,6925.168,7166.033,27539.1,27358.365,26969.668,27619.379,12367.307,12291.152,12744.466,12221.301,5959.65,5971.122,6339.583,6172.6934,22704.11,22655.984,23260.506,23153.322,32.556152,16.505308,45.18681,80.09162,35966.434,35644.83,36136.848,36311.312,6038.8516,6335.075,6187.6,6444.2188,23527.744,23836.781,23989.26,23398.148,14.255995,13.27532,0,0,35.36818,26.422653,32.037655,57.71453,19678.252,19786.908,20260.482,20757.396,15.227031,14.693386,0,0
"4757_375.126_7.176",5714.6714,6145.736,6155.6807,3096.931,2793.5317,3685.6714,3818.935,13386.338,13165.201,13230.648,14032.889,17484.785,17300.545,18495.242,17992.516,11417.274,11298.721,11875.091,11619.105,11002.668,11256.773,8477.726,11651.727,15872.081,16283.22,16206.709,16068.485,13330.764,13543.677,13667.728,13500.122,12513.685,12543.3955,12757.306,13281.529,25135.334,25041.65,24809.951,25484.992,0,0,0,0,44454.152,44307.21,21549.9,44311.004,15340.218,15729.058,16438.932,16285.518,31658.826,31675.656,31600.01,30685.898,0,0,0,21.886791,390.96127,364.5044,33.076447,0,39461.184,38501.305,40588.51,39982.684,0,0,0,0
"34570_375.127_16.764",26.99215,0,0,34.93962,62.56391,49.021713,55.894604,23.30048,30.774164,41.721924,90.67496,25.433516,52.59292,61.75557,0,164.19543,66.47243,76.59942,100.20645,165.97873,116.8159,0,0,80.8388,76.417786,125.68472,57.74152,53.3575,172.27359,110.09618,174.19351,26.5845,63.619797,41.402588,43.140102,35.061592,53.511322,66.718735,99.394806,345.41833,269.06564,352.85016,394.46542,45.906967,62.478756,47.25519,0,29.662117,8.925632,80.097626,0,71.88082,0,0,0,162.14125,31.320868,147.60329,150.04187,0,20.97831,52.479042,0,17.93029,26.0239,0,72.353836,18.86115,13.979812,89.2648,40.058983
"33289_375.129_16.244",80.556244,65.15941,77.483696,203.90889,168.9087,137.86624,82.45936,142.64218,204.1458,189.87926,197.19438,247.73778,257.20297,98.069885,300.86816,219.58568,228.02394,145.80685,168.76587,248.25795,311.56638,497.3105,251.11304,322.81232,313.90225,357.8816,383.5558,440.7473,434.15427,448.82486,458.0121,271.31882,196.7448,190.93456,236.56802,275.09314,291.55103,219.55186,275.63843,467.5861,393.684,648.20184,453.47717,311.9778,107.39751,266.6321,229.62706,158.0051,174.80434,159.10997,179.15796,568.74817,550.2395,517.94727,614.45435,525.37726,560.83276,492.72388,557.10345,339.82883,391.96518,295.7846,426.5016,559.5704,563.10205,621.5476,630.4658,609.4951,412.26294,399.50232,350.82544
"38683_376.014_18.364",0,22.045403,0,0,0,20.108223,0,0,12.930527,0,0,0,0,14.52479,21.534706,9.221062,8.771984,0,0,0,0,13.622772,0,0,10.995009,0,0,9.418047,10.519705,0,0,0,0,0,0,8.4785385,7.224413,0,0,0,8.285826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98953,5254.7944,5793.2466,5764.3643,5687.7944
"31527_376.161_15.494",2589.4158,2746.5076,2845.4702,892.094,988.4775,826.4889,870.6403,4946.4727,4445.8623,5074.16,5039.9404,4685.0317,4436.329,4741.8784,4211.8735,8549.914,8182.8887,8665.088,8549.369,8676.6045,9245.427,8742.2,9136.971,9466.048,9413.059,9622.586,10126.533,6119.317,5962.7476,6201.3926,5808.683,5849.257,5837.752,6074.228,5759.032,7460.7695,7244.34,7003.133,7127.1606,0,6.3141727,0,0,9095.223,9110.437,9183.373,9461.17,4685.11,4421.0566,5014.6143,4977.991,6910.9165,6918.92,6538.9487,6919.6353,0,0,0,0,0,0,32.540253,0,7291.943,6857.729,7734.869,6968.0337,16.805653,0,0,0
"24487_376.267_13.156",1754.2642,1886.395,1963.0563,1267.674,1324.0035,1231.4203,1178.8182,1152.2933,1404.9442,1474.8015,1482.7649,1667.0585,1804.2122,1653.3966,1486.5487,3587.7842,3292.8286,3390.0293,3189.6375,3422.3801,3092.221,3158.4717,3266.5518,5467.533,5343.055,5477.5337,5384.9644,3430.3127,3361.3828,3276.7944,3462.4531,1560.1895,1552.3832,1560.1333,1363.7284,2196.4204,2247.196,2152.05,2350.9849,183.16824,135.96169,263.46677,316.81046,1585.8054,1562.8481,1708.7715,1712.1698,2246.9795,2261.8274,2280.3994,2428.1204,1446.9683,1571.7917,1543.9834,1365.7379,716.70355,770.4068,691.0868,756.5522,490.48642,497.17172,592.69446,559.37775,2255.0745,2224.6892,1965.1936,2302.703,174.8232,198.05768,102.256805,257.05817
